id,brand,customer_message,label
106,AppleSupport,AppleSupport customer issue example 106,order_issue
107,AppleSupport,AppleSupport customer issue example 107,account_issue
108,AppleSupport,AppleSupport customer issue example 108,prime_membership_issue
109,AppleSupport,AppleSupport customer issue example 109,digital_device_issue
110,AppleSupport,AppleSupport customer issue example 110,other
111,AppleSupport,AppleSupport customer issue example 111,delivery_issue
112,AppleSupport,AppleSupport customer issue example 112,delivery_not_received
113,AppleSupport,AppleSupport customer issue example 113,damaged_or_missing_item
114,AppleSupport,AppleSupport customer issue example 114,refund_issue
115,AppleSupport,AppleSupport customer issue example 115,payment_issue
116,AppleSupport,AppleSupport customer issue example 116,return_issue
117,AppleSupport,AppleSupport customer issue example 117,order_issue
118,AppleSupport,AppleSupport customer issue example 118,account_issue
119,AppleSupport,AppleSupport customer issue example 119,prime_membership_issue
120,AppleSupport,AppleSupport customer issue example 120,digital_device_issue
121,AppleSupport,AppleSupport customer issue example 121,other
122,AppleSupport,AppleSupport customer issue example 122,delivery_issue
123,AppleSupport,AppleSupport customer issue example 123,delivery_not_received
124,AppleSupport,AppleSupport customer issue example 124,damaged_or_missing_item
125,AppleSupport,AppleSupport customer issue example 125,refund_issue
126,AppleSupport,AppleSupport customer issue example 126,payment_issue
127,AppleSupport,AppleSupport customer issue example 127,return_issue
128,AppleSupport,AppleSupport customer issue example 128,order_issue
129,AppleSupport,AppleSupport customer issue example 129,account_issue
130,AppleSupport,AppleSupport customer issue example 130,prime_membership_issue
131,AppleSupport,AppleSupport customer issue example 131,digital_device_issue
132,AppleSupport,AppleSupport customer issue example 132,other
133,AppleSupport,AppleSupport customer issue example 133,delivery_issue
134,AppleSupport,AppleSupport customer issue example 134,delivery_not_received
135,AppleSupport,AppleSupport customer issue example 135,damaged_or_missing_item
136,AppleSupport,AppleSupport customer issue example 136,refund_issue
137,AppleSupport,AppleSupport customer issue example 137,payment_issue
138,AppleSupport,AppleSupport customer issue example 138,return_issue
139,AppleSupport,AppleSupport customer issue example 139,order_issue
140,AppleSupport,AppleSupport customer issue example 140,account_issue
141,AppleSupport,AppleSupport customer issue example 141,prime_membership_issue
142,AppleSupport,AppleSupport customer issue example 142,digital_device_issue
143,AppleSupport,AppleSupport customer issue example 143,other
144,AppleSupport,AppleSupport customer issue example 144,delivery_issue
145,AppleSupport,AppleSupport customer issue example 145,delivery_not_received
146,AppleSupport,AppleSupport customer issue example 146,damaged_or_missing_item
147,AppleSupport,AppleSupport customer issue example 147,refund_issue
148,AppleSupport,AppleSupport customer issue example 148,payment_issue
149,AppleSupport,AppleSupport customer issue example 149,return_issue
150,AppleSupport,AppleSupport customer issue example 150,order_issue
151,AppleSupport,AppleSupport customer issue example 151,account_issue
152,AppleSupport,AppleSupport customer issue example 152,prime_membership_issue
153,AppleSupport,AppleSupport customer issue example 153,digital_device_issue
154,AppleSupport,AppleSupport customer issue example 154,other
155,AppleSupport,AppleSupport customer issue example 155,delivery_issue
156,AppleSupport,AppleSupport customer issue example 156,delivery_not_received
157,AppleSupport,AppleSupport customer issue example 157,damaged_or_missing_item
158,AppleSupport,AppleSupport customer issue example 158,refund_issue
159,AppleSupport,AppleSupport customer issue example 159,payment_issue
160,AppleSupport,AppleSupport customer issue example 160,return_issue
161,AppleSupport,AppleSupport customer issue example 161,order_issue
162,AppleSupport,AppleSupport customer issue example 162,account_issue
163,AppleSupport,AppleSupport customer issue example 163,prime_membership_issue
164,AppleSupport,AppleSupport customer issue example 164,digital_device_issue
165,AppleSupport,AppleSupport customer issue example 165,other
166,AppleSupport,AppleSupport customer issue example 166,delivery_issue
167,AppleSupport,AppleSupport customer issue example 167,delivery_not_received
168,AppleSupport,AppleSupport customer issue example 168,damaged_or_missing_item
169,AppleSupport,AppleSupport customer issue example 169,refund_issue
170,AppleSupport,AppleSupport customer issue example 170,payment_issue
171,AppleSupport,AppleSupport customer issue example 171,return_issue
172,AppleSupport,AppleSupport customer issue example 172,order_issue
173,AppleSupport,AppleSupport customer issue example 173,account_issue
174,AppleSupport,AppleSupport customer issue example 174,prime_membership_issue
175,AppleSupport,AppleSupport customer issue example 175,digital_device_issue
176,AppleSupport,AppleSupport customer issue example 176,other
177,AppleSupport,AppleSupport customer issue example 177,delivery_issue
178,AppleSupport,AppleSupport customer issue example 178,delivery_not_received
179,AppleSupport,AppleSupport customer issue example 179,damaged_or_missing_item
180,AppleSupport,AppleSupport customer issue example 180,refund_issue
181,AppleSupport,AppleSupport customer issue example 181,payment_issue
182,AppleSupport,AppleSupport customer issue example 182,return_issue
183,AppleSupport,AppleSupport customer issue example 183,order_issue
184,AppleSupport,AppleSupport customer issue example 184,account_issue
185,AppleSupport,AppleSupport customer issue example 185,prime_membership_issue
186,AppleSupport,AppleSupport customer issue example 186,digital_device_issue
187,AppleSupport,AppleSupport customer issue example 187,other
188,AppleSupport,AppleSupport customer issue example 188,delivery_issue
189,AppleSupport,AppleSupport customer issue example 189,delivery_not_received
190,AppleSupport,AppleSupport customer issue example 190,damaged_or_missing_item
191,AppleSupport,AppleSupport customer issue example 191,refund_issue
192,AppleSupport,AppleSupport customer issue example 192,payment_issue
193,AppleSupport,AppleSupport customer issue example 193,return_issue
194,AppleSupport,AppleSupport customer issue example 194,order_issue
195,AppleSupport,AppleSupport customer issue example 195,account_issue
196,AppleSupport,AppleSupport customer issue example 196,prime_membership_issue
197,AppleSupport,AppleSupport customer issue example 197,digital_device_issue
198,AppleSupport,AppleSupport customer issue example 198,other
199,AppleSupport,AppleSupport customer issue example 199,delivery_issue
200,AppleSupport,AppleSupport customer issue example 200,delivery_not_received
201,AppleSupport,AppleSupport customer issue example 201,damaged_or_missing_item
202,AppleSupport,AppleSupport customer issue example 202,refund_issue
203,AppleSupport,AppleSupport customer issue example 203,payment_issue
204,AppleSupport,AppleSupport customer issue example 204,return_issue
205,AppleSupport,AppleSupport customer issue example 205,order_issue
206,AppleSupport,AppleSupport customer issue example 206,account_issue
207,AppleSupport,AppleSupport customer issue example 207,prime_membership_issue
208,AppleSupport,AppleSupport customer issue example 208,digital_device_issue
209,AppleSupport,AppleSupport customer issue example 209,other
210,AppleSupport,AppleSupport customer issue example 210,delivery_issue
211,AppleSupport,AppleSupport customer issue example 211,delivery_not_received
212,AppleSupport,AppleSupport customer issue example 212,damaged_or_missing_item
213,AppleSupport,AppleSupport customer issue example 213,refund_issue
214,AppleSupport,AppleSupport customer issue example 214,payment_issue
215,AppleSupport,AppleSupport customer issue example 215,return_issue
216,AppleSupport,AppleSupport customer issue example 216,order_issue
217,AppleSupport,AppleSupport customer issue example 217,account_issue
218,AppleSupport,AppleSupport customer issue example 218,prime_membership_issue
219,AppleSupport,AppleSupport customer issue example 219,digital_device_issue
220,AppleSupport,AppleSupport customer issue example 220,other
221,AppleSupport,AppleSupport customer issue example 221,delivery_issue
222,AppleSupport,AppleSupport customer issue example 222,delivery_not_received
223,AppleSupport,AppleSupport customer issue example 223,damaged_or_missing_item
224,AppleSupport,AppleSupport customer issue example 224,refund_issue
225,AppleSupport,AppleSupport customer issue example 225,payment_issue
226,AppleSupport,AppleSupport customer issue example 226,return_issue
227,AppleSupport,AppleSupport customer issue example 227,order_issue
228,AppleSupport,AppleSupport customer issue example 228,account_issue
229,AppleSupport,AppleSupport customer issue example 229,prime_membership_issue
230,AppleSupport,AppleSupport customer issue example 230,digital_device_issue
231,AppleSupport,AppleSupport customer issue example 231,other
232,AppleSupport,AppleSupport customer issue example 232,delivery_issue
233,AppleSupport,AppleSupport customer issue example 233,delivery_not_received
234,AppleSupport,AppleSupport customer issue example 234,damaged_or_missing_item
235,AppleSupport,AppleSupport customer issue example 235,refund_issue
236,AppleSupport,AppleSupport customer issue example 236,payment_issue
237,AppleSupport,AppleSupport customer issue example 237,return_issue
238,AppleSupport,AppleSupport customer issue example 238,order_issue
239,AppleSupport,AppleSupport customer issue example 239,account_issue
240,AppleSupport,AppleSupport customer issue example 240,prime_membership_issue
241,AppleSupport,AppleSupport customer issue example 241,digital_device_issue
242,AppleSupport,AppleSupport customer issue example 242,other
243,AppleSupport,AppleSupport customer issue example 243,delivery_issue
244,AppleSupport,AppleSupport customer issue example 244,delivery_not_received
245,AppleSupport,AppleSupport customer issue example 245,damaged_or_missing_item
246,AppleSupport,AppleSupport customer issue example 246,refund_issue
247,AppleSupport,AppleSupport customer issue example 247,payment_issue
248,AppleSupport,AppleSupport customer issue example 248,return_issue
249,AppleSupport,AppleSupport customer issue example 249,order_issue
250,AppleSupport,AppleSupport customer issue example 250,account_issue
251,AppleSupport,AppleSupport customer issue example 251,prime_membership_issue
252,AppleSupport,AppleSupport customer issue example 252,digital_device_issue
253,AppleSupport,AppleSupport customer issue example 253,other
254,AppleSupport,AppleSupport customer issue example 254,delivery_issue
255,AppleSupport,AppleSupport customer issue example 255,delivery_not_received
256,AppleSupport,AppleSupport customer issue example 256,damaged_or_missing_item
257,AppleSupport,AppleSupport customer issue example 257,refund_issue
258,AppleSupport,AppleSupport customer issue example 258,payment_issue
259,AppleSupport,AppleSupport customer issue example 259,return_issue
260,AppleSupport,AppleSupport customer issue example 260,order_issue
261,AppleSupport,AppleSupport customer issue example 261,account_issue
262,AppleSupport,AppleSupport customer issue example 262,prime_membership_issue
263,AppleSupport,AppleSupport customer issue example 263,digital_device_issue
264,AppleSupport,AppleSupport customer issue example 264,other
265,AppleSupport,AppleSupport customer issue example 265,delivery_issue
266,AppleSupport,AppleSupport customer issue example 266,delivery_not_received
267,AppleSupport,AppleSupport customer issue example 267,damaged_or_missing_item
268,AppleSupport,AppleSupport customer issue example 268,refund_issue
269,AppleSupport,AppleSupport customer issue example 269,payment_issue
270,AppleSupport,AppleSupport customer issue example 270,return_issue
271,AppleSupport,AppleSupport customer issue example 271,order_issue
272,AppleSupport,AppleSupport customer issue example 272,account_issue
273,AppleSupport,AppleSupport customer issue example 273,prime_membership_issue
274,AppleSupport,AppleSupport customer issue example 274,digital_device_issue
275,AppleSupport,AppleSupport customer issue example 275,other
276,AppleSupport,AppleSupport customer issue example 276,delivery_issue
277,AppleSupport,AppleSupport customer issue example 277,delivery_not_received
278,AppleSupport,AppleSupport customer issue example 278,damaged_or_missing_item
279,AppleSupport,AppleSupport customer issue example 279,refund_issue
280,AppleSupport,AppleSupport customer issue example 280,payment_issue
281,AppleSupport,AppleSupport customer issue example 281,return_issue
282,AppleSupport,AppleSupport customer issue example 282,order_issue
283,AppleSupport,AppleSupport customer issue example 283,account_issue
284,AppleSupport,AppleSupport customer issue example 284,prime_membership_issue
285,AppleSupport,AppleSupport customer issue example 285,digital_device_issue
286,AppleSupport,AppleSupport customer issue example 286,other
287,AppleSupport,AppleSupport customer issue example 287,delivery_issue
288,AppleSupport,AppleSupport customer issue example 288,delivery_not_received
289,AppleSupport,AppleSupport customer issue example 289,damaged_or_missing_item
290,AppleSupport,AppleSupport customer issue example 290,refund_issue
291,AppleSupport,AppleSupport customer issue example 291,payment_issue
292,AppleSupport,AppleSupport customer issue example 292,return_issue
293,AppleSupport,AppleSupport customer issue example 293,order_issue
294,AppleSupport,AppleSupport customer issue example 294,account_issue
295,AppleSupport,AppleSupport customer issue example 295,prime_membership_issue
296,AppleSupport,AppleSupport customer issue example 296,digital_device_issue
297,AppleSupport,AppleSupport customer issue example 297,other
298,AppleSupport,AppleSupport customer issue example 298,delivery_issue
299,AppleSupport,AppleSupport customer issue example 299,delivery_not_received
300,AppleSupport,AppleSupport customer issue example 300,damaged_or_missing_item
301,AppleSupport,AppleSupport customer issue example 301,refund_issue
302,AppleSupport,AppleSupport customer issue example 302,payment_issue
303,AppleSupport,AppleSupport customer issue example 303,return_issue
304,AppleSupport,AppleSupport customer issue example 304,order_issue
305,AppleSupport,AppleSupport customer issue example 305,account_issue
306,AppleSupport,AppleSupport customer issue example 306,prime_membership_issue
307,AppleSupport,AppleSupport customer issue example 307,digital_device_issue
308,AppleSupport,AppleSupport customer issue example 308,other
309,AppleSupport,AppleSupport customer issue example 309,delivery_issue
310,AppleSupport,AppleSupport customer issue example 310,delivery_not_received
311,AppleSupport,AppleSupport customer issue example 311,damaged_or_missing_item
312,AppleSupport,AppleSupport customer issue example 312,refund_issue
313,AppleSupport,AppleSupport customer issue example 313,payment_issue
314,AppleSupport,AppleSupport customer issue example 314,return_issue
315,AppleSupport,AppleSupport customer issue example 315,order_issue
316,AppleSupport,AppleSupport customer issue example 316,account_issue
317,AppleSupport,AppleSupport customer issue example 317,prime_membership_issue
318,AppleSupport,AppleSupport customer issue example 318,digital_device_issue
319,AppleSupport,AppleSupport customer issue example 319,other
320,AppleSupport,AppleSupport customer issue example 320,delivery_issue
321,AppleSupport,AppleSupport customer issue example 321,delivery_not_received
322,AppleSupport,AppleSupport customer issue example 322,damaged_or_missing_item
323,AppleSupport,AppleSupport customer issue example 323,refund_issue
324,AppleSupport,AppleSupport customer issue example 324,payment_issue
325,AppleSupport,AppleSupport customer issue example 325,return_issue
326,AppleSupport,AppleSupport customer issue example 326,order_issue
327,AppleSupport,AppleSupport customer issue example 327,account_issue
328,AppleSupport,AppleSupport customer issue example 328,prime_membership_issue
329,AppleSupport,AppleSupport customer issue example 329,digital_device_issue
330,AppleSupport,AppleSupport customer issue example 330,other
331,AppleSupport,AppleSupport customer issue example 331,delivery_issue
332,AppleSupport,AppleSupport customer issue example 332,delivery_not_received
333,AppleSupport,AppleSupport customer issue example 333,damaged_or_missing_item
334,AppleSupport,AppleSupport customer issue example 334,refund_issue
335,AppleSupport,AppleSupport customer issue example 335,payment_issue
336,AppleSupport,AppleSupport customer issue example 336,return_issue
337,AppleSupport,AppleSupport customer issue example 337,order_issue
338,AppleSupport,AppleSupport customer issue example 338,account_issue
339,AppleSupport,AppleSupport customer issue example 339,prime_membership_issue
340,AppleSupport,AppleSupport customer issue example 340,digital_device_issue
341,AppleSupport,AppleSupport customer issue example 341,other
342,AppleSupport,AppleSupport customer issue example 342,delivery_issue
343,AppleSupport,AppleSupport customer issue example 343,delivery_not_received
344,AppleSupport,AppleSupport customer issue example 344,damaged_or_missing_item
345,AppleSupport,AppleSupport customer issue example 345,refund_issue
346,AppleSupport,AppleSupport customer issue example 346,payment_issue
347,AppleSupport,AppleSupport customer issue example 347,return_issue
348,AppleSupport,AppleSupport customer issue example 348,order_issue
349,AppleSupport,AppleSupport customer issue example 349,account_issue
350,AppleSupport,AppleSupport customer issue example 350,prime_membership_issue
351,AppleSupport,AppleSupport customer issue example 351,digital_device_issue
352,AppleSupport,AppleSupport customer issue example 352,other
353,AppleSupport,AppleSupport customer issue example 353,delivery_issue
354,AppleSupport,AppleSupport customer issue example 354,delivery_not_received
355,AppleSupport,AppleSupport customer issue example 355,damaged_or_missing_item
356,AppleSupport,AppleSupport customer issue example 356,refund_issue
357,AppleSupport,AppleSupport customer issue example 357,payment_issue
358,AppleSupport,AppleSupport customer issue example 358,return_issue
359,AppleSupport,AppleSupport customer issue example 359,order_issue
360,AppleSupport,AppleSupport customer issue example 360,account_issue
361,AppleSupport,AppleSupport customer issue example 361,prime_membership_issue
362,AppleSupport,AppleSupport customer issue example 362,digital_device_issue
363,AppleSupport,AppleSupport customer issue example 363,other
364,AppleSupport,AppleSupport customer issue example 364,delivery_issue
365,AppleSupport,AppleSupport customer issue example 365,delivery_not_received
366,AppleSupport,AppleSupport customer issue example 366,damaged_or_missing_item
367,AppleSupport,AppleSupport customer issue example 367,refund_issue
368,AppleSupport,AppleSupport customer issue example 368,payment_issue
369,AppleSupport,AppleSupport customer issue example 369,return_issue
370,AppleSupport,AppleSupport customer issue example 370,order_issue
371,AppleSupport,AppleSupport customer issue example 371,account_issue
372,AppleSupport,AppleSupport customer issue example 372,prime_membership_issue
373,AppleSupport,AppleSupport customer issue example 373,digital_device_issue
374,AppleSupport,AppleSupport customer issue example 374,other
375,AppleSupport,AppleSupport customer issue example 375,delivery_issue
376,AppleSupport,AppleSupport customer issue example 376,delivery_not_received
377,AppleSupport,AppleSupport customer issue example 377,damaged_or_missing_item
378,AppleSupport,AppleSupport customer issue example 378,refund_issue
379,AppleSupport,AppleSupport customer issue example 379,payment_issue
380,AppleSupport,AppleSupport customer issue example 380,return_issue
381,AppleSupport,AppleSupport customer issue example 381,order_issue
382,AppleSupport,AppleSupport customer issue example 382,account_issue
383,AppleSupport,AppleSupport customer issue example 383,prime_membership_issue
384,AppleSupport,AppleSupport customer issue example 384,digital_device_issue
385,AppleSupport,AppleSupport customer issue example 385,other
386,AppleSupport,AppleSupport customer issue example 386,delivery_issue
387,AppleSupport,AppleSupport customer issue example 387,delivery_not_received
388,AppleSupport,AppleSupport customer issue example 388,damaged_or_missing_item
389,AppleSupport,AppleSupport customer issue example 389,refund_issue
390,AppleSupport,AppleSupport customer issue example 390,payment_issue
391,AppleSupport,AppleSupport customer issue example 391,return_issue
392,AppleSupport,AppleSupport customer issue example 392,order_issue
393,AppleSupport,AppleSupport customer issue example 393,account_issue
394,AppleSupport,AppleSupport customer issue example 394,prime_membership_issue
395,AppleSupport,AppleSupport customer issue example 395,digital_device_issue
396,AppleSupport,AppleSupport customer issue example 396,other
397,AppleSupport,AppleSupport customer issue example 397,delivery_issue
398,AppleSupport,AppleSupport customer issue example 398,delivery_not_received
399,AppleSupport,AppleSupport customer issue example 399,damaged_or_missing_item
400,AppleSupport,AppleSupport customer issue example 400,refund_issue
401,AppleSupport,AppleSupport customer issue example 401,payment_issue
402,AppleSupport,AppleSupport customer issue example 402,return_issue
403,AppleSupport,AppleSupport customer issue example 403,order_issue
404,AppleSupport,AppleSupport customer issue example 404,account_issue
405,AppleSupport,AppleSupport customer issue example 405,prime_membership_issue
406,AppleSupport,AppleSupport customer issue example 406,digital_device_issue
407,AppleSupport,AppleSupport customer issue example 407,other
408,AppleSupport,AppleSupport customer issue example 408,delivery_issue
409,AppleSupport,AppleSupport customer issue example 409,delivery_not_received
410,AppleSupport,AppleSupport customer issue example 410,damaged_or_missing_item
411,AppleSupport,AppleSupport customer issue example 411,refund_issue
412,AppleSupport,AppleSupport customer issue example 412,payment_issue
413,AppleSupport,AppleSupport customer issue example 413,return_issue
414,AppleSupport,AppleSupport customer issue example 414,order_issue
415,AppleSupport,AppleSupport customer issue example 415,account_issue
416,AppleSupport,AppleSupport customer issue example 416,prime_membership_issue
417,AppleSupport,AppleSupport customer issue example 417,digital_device_issue
418,AppleSupport,AppleSupport customer issue example 418,other
419,AppleSupport,AppleSupport customer issue example 419,delivery_issue
420,AppleSupport,AppleSupport customer issue example 420,delivery_not_received
421,AppleSupport,AppleSupport customer issue example 421,damaged_or_missing_item
422,AppleSupport,AppleSupport customer issue example 422,refund_issue
423,AppleSupport,AppleSupport customer issue example 423,payment_issue
424,AppleSupport,AppleSupport customer issue example 424,return_issue
425,AppleSupport,AppleSupport customer issue example 425,order_issue
426,AppleSupport,AppleSupport customer issue example 426,account_issue
427,AppleSupport,AppleSupport customer issue example 427,prime_membership_issue
428,AppleSupport,AppleSupport customer issue example 428,digital_device_issue
429,AppleSupport,AppleSupport customer issue example 429,other
430,AppleSupport,AppleSupport customer issue example 430,delivery_issue
431,AppleSupport,AppleSupport customer issue example 431,delivery_not_received
432,AppleSupport,AppleSupport customer issue example 432,damaged_or_missing_item
433,AppleSupport,AppleSupport customer issue example 433,refund_issue
434,AppleSupport,AppleSupport customer issue example 434,payment_issue
435,AppleSupport,AppleSupport customer issue example 435,return_issue
436,AppleSupport,AppleSupport customer issue example 436,order_issue
437,AppleSupport,AppleSupport customer issue example 437,account_issue
438,AppleSupport,AppleSupport customer issue example 438,prime_membership_issue
439,AppleSupport,AppleSupport customer issue example 439,digital_device_issue
440,AppleSupport,AppleSupport customer issue example 440,other
441,AppleSupport,AppleSupport customer issue example 441,delivery_issue
442,AppleSupport,AppleSupport customer issue example 442,delivery_not_received
443,AppleSupport,AppleSupport customer issue example 443,damaged_or_missing_item
444,AppleSupport,AppleSupport customer issue example 444,refund_issue
445,AppleSupport,AppleSupport customer issue example 445,payment_issue
446,AppleSupport,AppleSupport customer issue example 446,return_issue
447,AppleSupport,AppleSupport customer issue example 447,order_issue
448,AppleSupport,AppleSupport customer issue example 448,account_issue
449,AppleSupport,AppleSupport customer issue example 449,prime_membership_issue
450,AppleSupport,AppleSupport customer issue example 450,digital_device_issue
451,AppleSupport,AppleSupport customer issue example 451,other
452,AppleSupport,AppleSupport customer issue example 452,delivery_issue
453,AppleSupport,AppleSupport customer issue example 453,delivery_not_received
454,AppleSupport,AppleSupport customer issue example 454,damaged_or_missing_item
455,AppleSupport,AppleSupport customer issue example 455,refund_issue
456,AppleSupport,AppleSupport customer issue example 456,payment_issue
457,AppleSupport,AppleSupport customer issue example 457,return_issue
458,AppleSupport,AppleSupport customer issue example 458,order_issue
459,AppleSupport,AppleSupport customer issue example 459,account_issue
460,AppleSupport,AppleSupport customer issue example 460,prime_membership_issue
461,AppleSupport,AppleSupport customer issue example 461,digital_device_issue
462,AppleSupport,AppleSupport customer issue example 462,other
463,AppleSupport,AppleSupport customer issue example 463,delivery_issue
464,AppleSupport,AppleSupport customer issue example 464,delivery_not_received
465,AppleSupport,AppleSupport customer issue example 465,damaged_or_missing_item
466,AppleSupport,AppleSupport customer issue example 466,refund_issue
467,AppleSupport,AppleSupport customer issue example 467,payment_issue
468,AppleSupport,AppleSupport customer issue example 468,return_issue
469,AppleSupport,AppleSupport customer issue example 469,order_issue
470,AppleSupport,AppleSupport customer issue example 470,account_issue
471,AppleSupport,AppleSupport customer issue example 471,prime_membership_issue
472,AppleSupport,AppleSupport customer issue example 472,digital_device_issue
473,AppleSupport,AppleSupport customer issue example 473,other
